id,priority,category
U109532,8016,1
U109533,2348,2
U109534,19750,2
U109535,14139,1
U109536,5801,2
U109537,6030,2
U109538,18190,2
U109539,111,2
U109540,1372,2
U109541,11686,1
U109542,16110,1
U109543,1319,2
U109544,12310,1
U109545,13448,2
U109546,2519,1
U109547,10063,1
U109548,15081,2
U109549,2730,2
U109550,9218,1
U109551,13162,2
U109552,18514,1
U109553,11448,2
U109554,19818,2
U109555,5060,1
U109556,10336,2
U109557,18221,2
U109558,16,1
U109559,2407,2
U109560,10972,2
U109561,1049,2
U109562,7964,1
U109563,13108,2
U109564,17526,2
U109565,19946,2
U109566,12441,2
U109567,12157,2
U109568,9647,2
U109569,20085,2
U109570,6300,2
U109571,19989,2
U109572,8115,1
U109573,10901,1
U109574,17747,2
U109575,3114,1
U109576,15042,1
U109577,9451,2
U109578,547,2
U109579,16934,2
U109580,845,1
U109581,14441,1
U109582,10059,1
U109583,20571,2
U109584,8086,2
U109585,19103,2
U109586,17306,1
U109587,11505,1
U109588,15821,2
U109589,10831,2
U109590,16492,2
U109591,2394,2
U109592,2171,2
U109593,18818,1
U109594,10230,2
U109595,11811,2
U109596,5416,2
U109597,15432,1
U109598,15443,2
U109599,15757,2
U109600,15719,1
U109601,12564,2
U109602,7743,2
U109603,2920,2
U109604,9467,1
U109605,704,2
U109606,2785,2
U109607,13714,2
U109608,20135,1
U109609,4473,2
U109610,7485,2
U109611,20256,1
U109612,18596,2
U109613,16096,1
U109614,2166,1
U109615,13340,2
U109616,6167,1
U109617,878,2
U109618,9654,1
U109619,20611,2
U109620,5852,1
U109621,14483,2
U109622,15530,2
U109623,20176,2
U109624,17420,1
U109625,1906,2
U109626,13695,2
U109627,11358,2
U109628,20180,1
U109629,8521,2
U109630,128,2
U109631,10760,2
U109632,12402,1
U109633,7853,1
U109634,20418,2
U109635,6725,2
U109636,19201,2
U109637,1785,2
U109638,1882,2
U109639,10151,2
U109640,15636,2
U109641,6210,2
U109642,16226,1
U109643,3722,2
U109644,11117,2
U109645,17003,2
U109646,19275,2
U109647,17235,2
U109648,2870,1
U109649,9969,2
U109650,6385,2
U109651,17028,2
U109652,11454,1
U109653,6449,1
U109654,4853,2
U109655,15532,2
U109656,425,2
U109657,13739,2
U109658,3022,2
U109659,8094,1
U109660,13493,2
U109661,20370,1
U109662,8733,1
U109663,17949,1
U109664,19672,1
U109665,12712,1
U109666,10721,2
U109667,10398,2
U109668,17201,2
U109669,12593,2
U109670,6819,2
U109671,4031,1
U109672,12814,2
U109673,8635,1
U109674,5806,1
U109675,4089,2
U109676,9634,2
U109677,19321,1
U109678,6802,2
U109679,194,2
U109680,14752,2
U109681,7982,1
U109682,10068,2
U109683,14115,2
U109684,14569,1
U109685,14758,1
U109686,13117,1
U109687,13325,2
U109688,3644,2
U109689,15574,1
U109690,10495,1
U109691,1120,2
U109692,9327,2
U109693,5594,2
U109694,9591,2
U109695,4890,2
U109696,1991,2
U109697,19486,2
U109698,10072,2
U109699,16028,2
U109700,7296,1
U109701,12418,2
U109702,16197,1
U109703,19136,1
U109704,15216,2
U109705,4637,2
U109706,10579,1
U109707,7896,2
U109708,9107,2
U109709,20575,2
U109710,7791,1
U109711,10555,2
U109712,5671,2
U109713,11407,1
U109714,10193,2
U109715,14767,2
U109716,4032,2
U109717,1904,2
U109718,18171,1
U109719,8415,2
U109720,17959,1
U109721,18262,2
U109722,2836,1
U109723,5215,1
U109724,88,1
U109725,371,2
U109726,6225,2
U109727,18187,2
U109728,16701,1
U109729,6331,2
U109730,8612,2
U109731,13724,1
U109732,17739,2
U109733,3035,2
U109734,7369,2
U109735,2384,2
U109736,1208,2
U109737,9250,1
U109738,2223,2
U109739,12908,2
U109740,2345,2
U109741,5443,2
U109742,17663,2
U109743,4747,1
U109744,4359,2
U109745,11264,1
U109746,8297,2
U109747,1896,2
U109748,7416,2
U109749,14815,1
U109750,6496,2
U109751,19035,2
U109752,15160,2
U109753,3590,1
U109754,4374,2
U109755,17460,1
U109756,10406,2
U109757,20224,2
U109758,16930,2
U109759,9032,1
U109760,18153,2
U109761,3596,1
U109762,12273,1
U109763,11558,2
U109764,20850,1
U109765,866,1
U109766,13728,1
U109767,18785,2
U109768,9386,2
U109769,19772,2
U109770,17863,1
U109771,833,2
U109772,17438,1
U109773,12281,1
U109774,6604,2
U109775,4401,2
U109776,11978,1
U109777,10020,1
U109778,2929,2
U109779,11598,1
U109780,918,1
U109781,8836,1
U109782,17766,2
U109783,2397,2
U109784,3211,2
U109785,9476,2
U109786,1915,1
U109787,5713,2
U109788,15217,2
U109789,10782,2
U109790,7627,1
U109791,18512,2
U109792,14438,2
U109793,9525,2
U109794,18931,1
U109795,20191,1
U109796,4569,1
U109797,9862,2
U109798,13736,2
U109799,7062,2
U109800,6602,1
U109801,2,2
U109802,8831,2
U109803,15908,1
U109804,4680,2
U109805,15435,2
U109806,2494,2
U109807,15417,2
U109808,9754,2
U109809,13810,2
U109810,10425,1
U109811,12938,2
U109812,1356,2
U109813,4041,2
U109814,8997,1
U109815,14907,2
U109816,9912,2
U109817,16681,2
U109818,2696,2
U109819,10115,1
U109820,17435,1
U109821,19857,2
U109822,12391,2
U109823,14276,2
U109824,14403,1
U109825,4712,2
U109826,48,2
U109827,9130,1
U109828,11081,2
U109829,8931,1
U109830,13618,2
U109831,12746,1
U109832,17449,2
U109833,7844,1
U109834,18597,2
U109835,8498,1
U109836,17124,1
U109837,10446,2
U109838,11897,2
U109839,5036,1
U109840,17742,2
U109841,12516,2
U109842,6964,2
U109843,16974,2
U109844,16174,2
U109845,16655,2
U109846,6850,2
U109847,19095,2
U109848,18510,1
U109849,15115,2
U109850,4772,2
U109851,4392,2
U109852,19061,2
U109853,8959,1
U109854,6174,2
U109855,9050,2
U109856,11090,2
U109857,10434,2
U109858,12239,2
U109859,19600,1
U109860,9208,2
U109861,1085,1
U109862,8699,2
U109863,12608,1
U109864,19787,2
U109865,8429,2
U109866,229,1
U109867,14328,2
U109868,15243,2
U109869,20366,2
U109870,18796,1
U109871,10666,1
U109872,14870,2
U109873,8745,2
U109874,18822,2
U109875,14905,2
U109876,231,2
U109877,19587,2
U109878,8839,2
U109879,6849,1
U109880,18275,2
U109881,7934,2
U109882,18027,2
U109883,18257,1
U109884,14715,2
U109885,5396,2
U109886,5748,2
U109887,18399,1
U109888,7632,2
U109889,9141,1
U109890,15767,2
U109891,11816,2
U109892,17679,2
U109893,9062,1
U109894,9040,1
U109895,14012,2
U109896,13393,1
U109897,3858,1
U109898,16240,2
U109899,338,1
U109900,12334,2
U109901,18041,2
U109902,14198,2
U109903,10469,1
U109904,10006,2
U109905,10507,2
U109906,16185,1
U109907,14736,1
U109908,18851,2
U109909,11613,2
U109910,100,2
U109911,5629,2
U109912,12052,2
U109913,9273,1
U109914,13054,1
U109915,12003,1
U109916,9046,2
U109917,17680,2
U109918,9920,1
U109919,15476,1
U109920,3613,1
U109921,15873,2
U109922,14812,2
U109923,12114,2
U109924,15669,2
U109925,17188,2
U109926,9656,2
U109927,9494,2
U109928,1734,2
U109929,4945,1
U109930,2083,1
U109931,1712,2
U109932,14179,1
U109933,15960,2
U109934,10340,2
U109935,5480,1
U109936,5619,2
U109937,7088,1
U109938,5593,1
U109939,15808,2
U109940,13582,1
U109941,12315,1
U109942,709,2
U109943,10361,1
U109944,14839,2
U109945,14910,2
U109946,9623,2
U109947,8245,2
U109948,13364,2
U109949,18029,2
U109950,14348,2
U109951,20425,2
U109952,3892,2
U109953,1436,2
U109954,9864,2
U109955,614,2
U109956,20240,2
U109957,10298,2
U109958,15060,2
U109959,7770,2
U109960,17804,2
U109961,4347,2
U109962,18433,1
U109963,2068,1
U109964,6598,1
U109965,8476,1
U109966,19048,1
U109967,5804,2
U109968,15521,2
U109969,20225,2
U109970,4616,2
U109971,8354,2
U109972,13443,1
U109973,16839,2
U109974,9792,2
U109975,11135,2
U109976,1922,2
U109977,5278,1
U109978,4382,2
U109979,15319,2
U109980,15048,1
U109981,5989,2
U109982,19806,2
U109983,12678,2
U109984,465,2
U109985,19168,2
U109986,8925,2
U109987,7776,2
U109988,13100,2
U109989,6519,1
U109990,6896,2
U109991,9423,1
U109992,10376,1
U109993,11790,1
U109994,7067,1
U109995,15497,2
U109996,122,2
U109997,308,2
U109998,18349,2
U109999,12494,2
U110000,13303,2
U110001,5210,1
U110002,629,1
U110003,17018,2
U110004,13368,2
U110005,20124,2
U110006,8589,2
U110007,13055,2
U110008,14786,2
U110009,13607,2
U110010,8185,2
U110011,10984,1
U110012,18994,2
U110013,9952,2
U110014,10548,1
U110015,11099,2
U110016,7821,2
U110017,16395,2
U110018,5974,1
U110019,19882,1
U110020,5484,2
U110021,16926,2
U110022,16147,2
U110023,4875,1
U110024,9363,2
U110025,1021,1
U110026,11554,1
U110027,5946,2
U110028,10042,2
U110029,13924,2
U110030,17615,1
U110031,16280,1
U110032,8623,2
U110033,13542,2
U110034,17578,1
U110035,4285,1
U110036,3166,1
U110037,9133,2
U110038,13433,2
U110039,18768,2
U110040,18696,2
U110041,20175,2
U110042,14653,2
U110043,12918,1
U110044,537,1
U110045,18897,1
U110046,1548,2
U110047,10252,1
U110048,3269,1
U110049,20037,2
U110050,11282,2
U110051,12519,2
U110052,12719,1
U110053,4198,2
U110054,2652,1
U110055,5392,2
U110056,13751,2
U110057,15706,2
U110058,7738,2
U110059,15744,1
U110060,8629,2
U110061,9532,2
U110062,12962,1
U110063,2479,2
U110064,17216,2
U110065,17837,2
U110066,10113,1
U110067,15949,2
U110068,2871,1
U110069,18633,2
U110070,17606,2
U110071,16661,2
U110072,871,1
U110073,8850,1
U110074,17864,1
U110075,14430,2
U110076,724,1
U110077,20320,2
U110078,4042,2
U110079,19581,2
U110080,15315,2
U110081,4807,1
U110082,7202,2
U110083,18837,1
U110084,735,2
U110085,10074,1
U110086,4819,2
U110087,5783,1
U110088,20286,1
U110089,12089,2
U110090,11389,1
U110091,15292,2
U110092,7744,2
U110093,15215,2
U110094,18716,2
U110095,3571,1
U110096,1927,2
U110097,6323,2
U110098,4917,2
U110099,6444,2
U110100,6248,2
U110101,4803,2
U110102,4876,2
U110103,8701,1
U110104,9616,2
U110105,14380,2
U110106,7947,2
U110107,3775,2
U110108,13795,2
U110109,11687,1
U110110,19950,1
U110111,15753,2
U110112,8028,1
U110113,20097,1
U110114,12182,1
U110115,7017,2
U110116,10273,2
U110117,2979,2
U110118,9207,2
U110119,17155,1
U110120,2945,2
U110121,4131,1
U110122,2993,1
U110123,14502,1
U110124,5820,1
U110125,11030,1
U110126,7587,2
U110127,7166,2
U110128,3604,2
U110129,8343,2
U110130,16826,2
U110131,2313,1
U110132,9544,2
U110133,16507,2
U110134,6609,2
U110135,3588,2
U110136,3778,2
U110137,11103,2
U110138,11718,2
U110139,14953,1
U110140,10714,2
U110141,6382,2
U110142,773,2
U110143,10602,1
U110144,18513,2
U110145,12681,2
U110146,11390,2
U110147,15212,1
U110148,2882,1
U110149,793,1
U110150,1420,2
U110151,16644,2
U110152,9170,2
U110153,16243,1
U110154,11298,1
U110155,7453,2
U110156,5361,2
U110157,16636,2
U110158,15818,2
U110159,10478,2
U110160,15472,1
U110161,16577,1
U110162,3352,1
U110163,281,2
U110164,12819,2
U110165,20549,1
U110166,2780,2
U110167,4290,2
U110168,4171,2
U110169,16361,2
U110170,17605,1
U110171,3171,2
U110172,7375,2
U110173,263,2
U110174,10086,2
U110175,8395,2
U110176,10196,2
U110177,19812,1
U110178,5922,1
U110179,17127,2
U110180,20295,1
U110181,699,2
U110182,19953,2
U110183,13114,2
U110184,18188,2
U110185,20228,2
U110186,15189,2
U110187,16106,2
U110188,11543,1
U110189,14681,2
U110190,13128,2
U110191,17579,2
U110192,16434,2
U110193,7315,2
U110194,3340,2
U110195,4563,2
U110196,7599,2
U110197,5279,2
U110198,12783,2
U110199,13731,1
U110200,18531,1
U110201,20489,2
U110202,18802,2
U110203,16702,1
U110204,804,2
U110205,18772,2
U110206,15045,1
U110207,5468,2
U110208,1643,1
U110209,6637,1
U110210,3826,2
U110211,2309,1
U110212,13774,2
U110213,6148,2
U110214,9695,2
U110215,5903,2
U110216,12769,2
U110217,18417,1
U110218,8806,2
U110219,5649,2
U110220,5673,2
U110221,18914,2
U110222,12618,2
U110223,1226,2
U110224,14444,2
U110225,12879,2
U110226,9867,1
U110227,13589,2
U110228,20024,2
U110229,20056,2
U110230,14484,2
U110231,7492,2
U110232,182,2
U110233,2495,2
U110234,17503,1
U110235,7104,2
U110236,18451,1
U110237,17051,2
U110238,15616,2
U110239,12734,2
U110240,3428,1
U110241,2766,2
U110242,7996,2
U110243,2504,2
U110244,13345,2
U110245,19264,1
U110246,20307,1
U110247,2366,1
U110248,3335,1
U110249,8620,2
U110250,11160,1
U110251,12205,1
U110252,14392,2
U110253,8454,1
U110254,14325,2
U110255,12661,1
U110256,1576,2
U110257,13406,2
U110258,16118,1
U110259,11408,2
U110260,7429,2
U110261,10075,1
U110262,8026,1
U110263,14416,1
U110264,1786,1
U110265,12067,1
U110266,17491,2
U110267,17888,2
U110268,16157,1
U110269,7877,2
U110270,16092,2
U110271,6529,2
U110272,2281,2
U110273,3565,2
U110274,1851,1
U110275,8570,1
U110276,14799,2
U110277,330,2
U110278,1248,2
U110279,12049,2
U110280,12143,2
U110281,4679,1
U110282,12633,2
U110283,20833,2
U110284,9496,2
U110285,17724,2
U110286,16158,2
U110287,7534,2
U110288,5590,2
U110289,3780,2
U110290,8834,2
U110291,13362,2
U110292,10514,2
U110293,6706,2
U110294,14451,1
U110295,6868,1
U110296,6521,2
U110297,8706,2
U110298,5166,2
U110299,760,2
U110300,13597,2
U110301,116,1
U110302,7317,2
U110303,17794,2
U110304,9516,2
U110305,3178,2
U110306,14809,2
U110307,10988,1
U110308,12921,2
U110309,5185,2
U110310,15520,1
U110311,4833,2
U110312,12651,1
U110313,14425,1
U110314,7423,2
U110315,881,1
U110316,14615,1
U110317,11027,1
U110318,9673,1
U110319,12369,1
U110320,7038,1
U110321,8798,1
U110322,1736,1
U110323,686,2
U110324,12792,2
U110325,6063,2
U110326,13970,1
U110327,18979,2
U110328,3406,1
U110329,16038,2
U110330,11089,2
U110331,1168,2
U110332,13579,2
U110333,4921,2
U110334,8276,2
U110335,9784,2
U110336,17466,2
U110337,5829,2
U110338,1218,2
U110339,6045,2
U110340,367,1
U110341,16508,2
U110342,17068,2
U110343,17623,2
U110344,13748,2
U110345,19669,2
U110346,684,2
U110347,20813,2
U110348,4261,2
U110349,13048,2
U110350,7631,1
U110351,9354,1
U110352,2379,2
U110353,2960,2
U110354,11873,2
U110355,11599,2
U110356,15469,2
U110357,8927,2
U110358,8958,1
U110359,13517,1
U110360,13853,2
U110361,5647,2
U110362,19001,2
U110363,4282,2
U110364,11720,2
U110365,20139,2
U110366,20127,1
U110367,19686,2
U110368,4109,1
U110369,5914,2
U110370,7141,1
U110371,14511,2
U110372,5298,2
U110373,307,1
U110374,1890,2
U110375,3050,2
U110376,15228,1
U110377,15501,2
U110378,2651,1
U110379,988,2
U110380,14896,1
U110381,6218,1
U110382,14988,2
U110383,11717,2
U110384,8677,2
U110385,1988,2
U110386,11565,2
U110387,7167,2
U110388,15686,2
U110389,5029,2
U110390,9187,2
U110391,14914,2
U110392,1662,2
U110393,2286,2
U110394,5507,1
U110395,4570,1
U110396,8213,1
U110397,898,2
U110398,15229,2
U110399,1310,2
U110400,5948,2
U110401,4020,2
U110402,3626,2
U110403,9924,2
U110404,8018,2
U110405,4894,2
U110406,1510,2
U110407,18170,1
U110408,1583,1
U110409,20360,1
U110410,2610,2
U110411,9601,1
U110412,9414,1
U110413,19256,2
U110414,2318,2
U110415,3248,2
U110416,8193,1
U110417,756,2
U110418,12081,2
U110419,20495,2
U110420,19918,2
U110421,3523,1
U110422,6649,1
U110423,16676,1
U110424,5958,2
U110425,17848,2
U110426,2006,2
U110427,12420,1
U110428,4918,1
U110429,5606,2
U110430,8550,2
U110431,13775,2
U110432,8128,2
U110433,2999,1
U110434,13601,1
U110435,105,2
U110436,16948,2
U110437,10949,2
U110438,1229,2
U110439,15856,2
U110440,15426,2
U110441,43,2
U110442,11337,2
U110443,16769,2
U110444,15875,2
U110445,4470,1
U110446,984,1
U110447,10736,2
U110448,10725,2
U110449,20439,1
U110450,10136,2
U110451,1464,1
U110452,5084,2
U110453,270,2
U110454,6488,1
U110455,5879,2
U110456,14253,1
U110457,14386,2
U110458,2806,2
U110459,5526,1
U110460,10865,2
U110461,9551,1
U110462,8664,1
U110463,9276,2
U110464,16983,2
U110465,6823,1
U110466,13025,2
U110467,1778,1
U110468,5715,1
U110469,7759,2
U110470,8750,2
U110471,18789,2
U110472,11961,1
U110473,13244,2
U110474,19816,2
U110475,10883,2
U110476,15727,2
U110477,20291,2
U110478,8353,2
U110479,4433,2
U110480,8197,1
U110481,14649,2
U110482,16646,1
U110483,9022,1
U110484,16124,2
U110485,4307,2
U110486,17905,1
U110487,20144,2
U110488,11193,2
U110489,7992,2
U110490,4796,1
U110491,6897,2
U110492,10609,1
U110493,19218,1
U110494,17712,2
U110495,13859,1
U110496,17062,1
U110497,15006,1
U110498,6834,1
U110499,2395,2
U110500,11073,2
U110501,4118,2
U110502,4316,2
U110503,5862,1
U110504,18116,2
U110505,3995,1
U110506,6432,2
U110507,5964,2
U110508,14891,2
U110509,11488,2
U110510,16447,2
U110511,15320,2
U110512,6407,2
U110513,12931,2
U110514,18763,2
U110515,17966,1
U110516,11097,2
U110517,7407,1
U110518,12349,2
U110519,15602,2
U110520,9628,2
U110521,1339,2
U110522,562,2
U110523,16911,1
U110524,20411,2
U110525,12714,1
U110526,20189,1
U110527,11247,2
U110528,13571,1
U110529,9223,1
U110530,12406,1
U110531,9075,2
U110532,6627,1
U110533,4204,1
U110534,17895,2
U110535,3499,1
U110536,12784,2
U110537,17919,2
U110538,9790,1
U110539,4753,2
U110540,766,1
U110541,11450,1
U110542,969,2
U110543,8345,2
U110544,16596,1
U110545,14062,2
U110546,7490,2
U110547,3891,2
U110548,1157,2
U110549,9891,2
U110550,18505,2
U110551,16684,2
U110552,19007,2
U110553,9405,1
U110554,6326,1
U110555,15442,1
U110556,1526,2
U110557,644,2
U110558,2537,2
U110559,941,1
U110560,9067,2
U110561,20543,2
U110562,10702,1
U110563,15375,2
U110564,698,1
U110565,414,2
U110566,18327,1
U110567,9660,2
U110568,6136,1
U110569,4652,2
U110570,8455,1
U110571,7248,2
U110572,7806,1
U110573,2524,2
U110574,3851,2
U110575,374,2
U110576,9886,2
U110577,1897,2
U110578,388,2
U110579,15446,1
U110580,14947,2
U110581,11740,1
U110582,19598,2
U110583,14070,1
U110584,18605,1
U110585,13846,2
U110586,11341,2
U110587,13142,2
U110588,17811,2
U110589,8950,1
U110590,19866,1
U110591,19324,2
U110592,17681,1
U110593,4627,2
U110594,3207,1
U110595,16619,2
U110596,1524,2
U110597,15862,1
U110598,5293,2
U110599,11350,2
U110600,1492,1
U110601,19277,1
U110602,18011,2
U110603,2255,2
U110604,13120,2
U110605,7282,1
U110606,446,2
U110607,13087,2
U110608,16152,2
U110609,1924,1
U110610,13683,2
U110611,721,2
U110612,19426,2
U110613,4281,1
U110614,3623,1
U110615,19583,1
U110616,13614,2
U110617,10468,2
U110618,15289,1
U110619,3289,1
U110620,11250,2
U110621,2523,2
U110622,16601,1
U110623,9213,2
U110624,8438,2
U110625,2331,2
U110626,16950,2
U110627,13109,1
U110628,10958,2
U110629,13769,1
U110630,12737,2
U110631,18252,1
U110632,11959,2
U110633,5001,1
U110634,7130,2
U110635,6890,2
U110636,18051,2
U110637,2396,1
U110638,20400,2
U110639,14053,1
U110640,8346,2
U110641,19782,1
U110642,20821,2
U110643,8824,2
U110644,1038,1
U110645,19458,1
U110646,18735,1
U110647,17887,2
U110648,10941,2
U110649,9541,1
U110650,2635,1
U110651,6465,1
U110652,3605,2
U110653,4540,1
U110654,2810,1
U110655,2849,1
U110656,16405,2
U110657,18178,2
U110658,5599,2
U110659,10448,1
U110660,5707,1
U110661,10415,1
U110662,18205,2
U110663,16311,1
U110664,7495,2
U110665,9596,2
U110666,11869,2
U110667,19895,1
U110668,17545,1
U110669,15603,2
U110670,18284,1
U110671,6590,1
U110672,16480,2
U110673,6023,2
U110674,17496,2
U110675,9587,2
U110676,10149,2
U110677,15965,1
U110678,1740,2
U110679,16404,2
U110680,13966,1
U110681,19122,1
U110682,16143,2
U110683,710,1
U110684,12012,2
U110685,10501,2
U110686,17292,1
U110687,3676,1
U110688,16368,2
U110689,9732,1
U110690,3411,1
U110691,12409,2
U110692,17920,1
U110693,9931,2
U110694,19445,2
U110695,1084,2
U110696,6467,1
U110697,5669,2
U110698,15864,2
U110699,16333,2
U110700,1607,2
U110701,12515,2
U110702,19132,2
U110703,14481,2
U110704,1023,2
U110705,5658,2
U110706,16560,2
U110707,5151,2
U110708,11327,1
U110709,797,2
U110710,2742,2
U110711,19656,1
U110712,18611,1
U110713,9858,1
U110714,10742,2
U110715,7999,2
U110716,11079,1
U110717,8982,2
U110718,12243,1
U110719,8660,1
U110720,14574,1
U110721,1622,2
U110722,20503,2
U110723,15445,2
U110724,7117,1
U110725,13165,2
U110726,5896,2
U110727,4200,1
U110728,19098,2
U110729,17005,1
U110730,2256,1
U110731,4063,1
U110732,5142,1
U110733,11398,1
U110734,3704,1
U110735,18479,2
U110736,12907,2
U110737,13866,2
U110738,2147,2
U110739,9677,2
U110740,8241,2
U110741,6482,2
U110742,11210,1
U110743,9420,2
U110744,17715,2
U110745,7336,2
U110746,17473,1
U110747,8148,2
U110748,2958,2
U110749,11650,2
U110750,11373,1
U110751,16585,2
U110752,3691,1
U110753,11041,1
U110754,5817,1
U110755,19014,2
U110756,13305,2
U110757,15251,2
U110758,6336,2
U110759,1929,2
U110760,12464,2
U110761,3655,2
U110762,12164,2
U110763,19887,2
U110764,17633,1
U110765,5290,2
U110766,5447,2
U110767,4072,1
U110768,15854,1
U110769,713,1
U110770,8393,1
U110771,687,2
U110772,13067,1
U110773,2841,2
U110774,7005,1
U110775,17851,2
U110776,14278,1
U110777,1754,2
U110778,11328,2
U110779,5684,2
U110780,219,2
U110781,4715,2
U110782,13591,2
U110783,15038,1
U110784,12880,2
U110785,5840,2
U110786,13007,2
U110787,15804,1
U110788,13976,2
U110789,15587,2
U110790,10023,1
U110791,13209,2
U110792,504,2
U110793,13978,2
U110794,10916,2
U110795,12023,1
U110796,12586,2
U110797,18636,2
U110798,15218,2
U110799,11412,2
U110800,13757,2
U110801,10119,2
U110802,12339,2
U110803,19352,2
U110804,16162,1
U110805,10598,2
U110806,14393,1
U110807,15648,1
U110808,13516,2
U110809,16059,2
U110810,7704,2
U110811,15502,2
U110812,13214,2
U110813,10961,2
U110814,10910,2
U110815,11397,2
U110816,15156,1
U110817,10693,2
U110818,6624,2
U110819,20832,2
U110820,5779,2
U110821,17082,1
U110822,7622,1
U110823,4083,2
U110824,9094,2
U110825,10617,2
U110826,15869,1
U110827,7280,2
U110828,14605,2
U110829,8015,1
U110830,4376,1
U110831,18023,2
U110832,15438,2
U110833,18693,1
U110834,16488,2
U110835,11988,2
U110836,4950,1
U110837,1270,1
U110838,9725,1
U110839,13321,1
U110840,9149,2
U110841,931,2
U110842,19199,2
U110843,8013,1
U110844,18711,2
U110845,18892,2
U110846,8833,2
U110847,3522,2
U110848,5561,2
U110849,14151,2
U110850,15668,2
U110851,10225,2
U110852,14085,2
U110853,14046,2
U110854,4503,1
U110855,1417,1
U110856,4428,1
U110857,9379,1
U110858,18985,1
U110859,10061,2
U110860,19957,2
U110861,18945,1
U110862,18962,1
U110863,9281,2
U110864,14493,2
U110865,14769,1
U110866,20573,1
U110867,7950,1
U110868,13309,2
U110869,19568,2
U110870,1431,2
U110871,13166,1
U110872,20171,2
U110873,5982,1
U110874,18631,2
U110875,5177,1
U110876,2503,2
U110877,2497,2
U110878,13548,2
U110879,15369,2
U110880,10871,1
U110881,6055,1
U110882,4984,1
U110883,19763,2
U110884,274,2
U110885,16960,2
U110886,17197,2
U110887,5547,1
U110888,24,1
U110889,18601,2
U110890,9231,1
U110891,13133,1
U110892,12925,1
U110893,20797,2
U110894,6708,2
U110895,3387,1
U110896,8183,1
U110897,16053,2
U110898,1512,2
U110899,14111,2
U110900,7651,1
U110901,11648,2
U110902,1593,2
U110903,12400,2
U110904,19133,1
U110905,8517,2
U110906,7807,1
U110907,19855,2
U110908,20302,2
U110909,13536,2
U110910,12024,2
U110911,7594,1
U110912,11297,1
U110913,5814,1
U110914,15664,2
U110915,18295,2
U110916,9369,2
U110917,19255,2
U110918,6007,2
U110919,6963,2
U110920,2842,2
U110921,17424,1
U110922,19538,2
U110923,4748,1
U110924,14274,2
U110925,7836,1
U110926,17667,1
U110927,1609,2
U110928,3963,2
U110929,2936,1
U110930,13770,1
U110931,7607,1
U110932,11003,2
U110933,1099,2
U110934,6697,2
U110935,7460,2
U110936,7350,2
U110937,8275,2
U110938,17845,2
U110939,19921,1
U110940,7129,2
U110941,6786,2
U110942,3317,2
U110943,6830,1
U110944,4963,1
U110945,13848,2
U110946,11550,1
U110947,20564,1
U110948,16915,2
U110949,18905,2
U110950,16229,2
U110951,18046,2
U110952,15312,1
U110953,11434,2
U110954,10713,1
U110955,9232,2
U110956,19876,2
U110957,962,2
U110958,5103,1
U110959,7021,1
U110960,9584,1
U110961,15162,2
U110962,1590,1
U110963,9800,2
U110964,13754,2
U110965,2851,1
U110966,15989,2
U110967,8790,1
U110968,9382,1
U110969,19499,2
U110970,9278,2
U110971,9384,1
U110972,7928,2
U110973,12867,1
U110974,12605,1
U110975,5476,1
U110976,20424,2
U110977,161,2
U110978,679,2
U110979,11882,2
U110980,17962,2
U110981,11000,1
U110982,16225,2
U110983,8250,2
U110984,15474,2
U110985,11681,1
U110986,5458,2
U110987,9435,1
U110988,8613,2
U110989,4348,2
U110990,18130,2
U110991,11795,2
U110992,860,1
U110993,2670,1
U110994,16255,2
U110995,8064,2
U110996,2981,1
U110997,14262,2
U110998,1272,1
U110999,11665,2
U111000,18553,2
U111001,15890,2
U111002,19265,2
U111003,13005,1
U111004,13807,1
U111005,14641,2
U111006,12675,2
U111007,20841,2
U111008,11860,2
U111009,9556,1
U111010,11672,1
U111011,8425,1
U111012,10710,2
U111013,15561,2
U111014,11538,2
U111015,18911,2
U111016,13388,1
U111017,20287,1
U111018,1138,2
U111019,1824,2
U111020,19842,2
U111021,17019,2
U111022,6315,2
U111023,20005,1
U111024,13401,2
U111025,874,2
U111026,18981,2
U111027,9989,2
U111028,10461,1
U111029,1753,1
U111030,9225,2
U111031,10352,2
U111032,6754,2
U111033,478,2
U111034,5919,2
U111035,1640,2
U111036,6277,1
U111037,215,1
U111038,1108,1
U111039,3788,2
U111040,17261,2
U111041,20729,2
U111042,2115,2
U111043,9781,2
U111044,8900,1
U111045,8856,2
U111046,4333,1
U111047,20125,2
U111048,17917,2
U111049,1476,2
U111050,14580,1
U111051,8881,2
U111052,16836,2
U111053,12379,1
U111054,20337,2
U111055,16679,2
U111056,14282,1
U111057,5016,1
U111058,9874,1
U111059,1018,1
U111060,5242,1
U111061,13018,2
U111062,18487,2
U111063,5169,2
U111064,8186,1
U111065,11112,2
U111066,19551,2
U111067,8735,2
U111068,14248,2
U111069,7165,1
U111070,11102,2
U111071,1318,2
U111072,10947,2
U111073,6162,2
U111074,7723,2
U111075,3279,2
U111076,12617,1
U111077,7100,1
U111078,1628,2
U111079,6716,1
U111080,5424,2
U111081,13260,1
U111082,147,1
U111083,5844,2
U111084,1810,2
U111085,20232,2
U111086,2209,2
U111087,15758,2
U111088,15412,2
U111089,12295,2
U111090,3205,1
U111091,11228,2
U111092,10056,2
U111093,4666,1
U111094,13804,2
